ID,CD_Account,Education,Personal_Loan,CCAvg,Mortgage,Age,Income
772,0,1,0,2.333333333,106,42,71
773,1,3,1,4.1,0,54,165
774,0,1,0,3.9,0,41,120
775,0,1,0,0.2,0,55,39
776,0,2,0,0.7,0,65,23
777,0,3,1,4.6,91,50,135
778,0,1,0,0.2,76,55,12
779,0,2,0,0.7,0,62,92
780,0,3,1,6.4,0,53,192
781,0,1,0,0.8,0,32,42
782,0,3,1,3.7,0,56,158
783,1,3,1,6.0,587,54,194
784,0,1,0,7.6,0,44,160
785,0,1,0,6.3,0,48,98
786,1,1,0,7.6,0,46,164
787,0,1,0,2.5,0,45,42
788,0,3,1,10.0,0,45,202
789,0,1,0,0.7,0,58,10
790,0,2,0,0.3,0,29,31
791,0,1,0,0.9,0,55,58
792,0,2,0,2.8,0,55,65
793,0,3,0,4.0,0,41,98
794,0,1,0,2.0,0,24,150
795,0,3,0,2.3,0,54,44
796,0,3,0,0.2,0,57,15
797,0,1,0,2.5,0,30,82
798,0,3,0,0.5,0,42,61
799,0,2,0,2.0,0,29,38
800,0,3,0,2.1,0,29,39
801,0,1,0,6.0,0,31,173
802,0,1,0,0.2,0,47,8
803,0,1,0,2.0,214,36,51
804,0,3,0,1.8,82,52,62
805,0,2,0,0.7,0,54,34
806,0,2,1,5.9,307,55,132
807,0,3,0,1.5,0,53,44
808,0,1,0,8.1,0,52,162
809,0,1,0,2.2,0,64,64
810,0,3,0,0.1,0,54,111
811,0,3,0,2.0,0,32,41
812,0,3,0,1.666666667,0,63,52
813,0,2,0,2.2,0,36,65
814,0,2,1,1.1,0,50,130
815,0,1,0,0.1,0,33,45
816,0,2,0,1.9,118,62,35
817,0,2,0,0.7,263,49,65
818,0,1,0,0.7,91,41,38
819,0,2,0,1.1,0,51,42
820,0,3,0,1.5,0,56,45
821,0,1,0,0.3,0,51,145
822,0,3,0,1.5,0,39,33
823,0,3,0,1.4,0,61,60
824,0,1,0,2.0,0,35,45
825,0,1,0,2.4,0,39,72
826,0,2,0,0.2,0,37,34
827,0,2,0,0.666666667,0,48,23
828,0,3,0,1.0,88,63,45
829,0,1,0,1.0,75,35,28
830,0,2,0,3.8,0,55,81
831,0,2,0,0.7,81,29,72
832,0,3,0,1.666666667,0,61,49
833,0,2,0,1.2,0,36,31
834,0,3,0,2.2,0,61,63
835,1,1,1,5.4,0,36,150
836,0,1,0,3.9,193,58,142
837,0,1,0,3.0,0,42,74
838,0,2,0,0.4,81,30,24
839,0,3,0,1.9,0,45,29
840,0,1,0,2.4,0,39,79
841,0,1,0,0.2,310,27,94
842,0,1,0,4.3,0,57,121
843,0,1,0,2.0,0,34,54
844,0,1,0,2.4,0,64,73
845,0,3,0,0.8,127,47,71
846,0,2,0,1.0,0,44,29
847,0,1,0,2.7,0,51,93
848,0,3,0,1.5,252,40,73
849,0,2,0,0.9,0,57,19
850,1,1,0,0.1,0,33,58
851,0,1,0,0.2,0,46,39
852,0,2,0,1.4,0,41,23
853,0,3,0,0.6,127,33,29
854,0,1,0,0.8,0,27,155
855,0,2,0,2.6,0,52,90
856,0,1,0,2.0,77,59,113
857,0,3,0,1.8,0,62,42
858,1,1,0,0.2,0,49,30
859,0,2,0,0.5,0,45,19
860,0,2,1,5.0,170,63,124
861,0,2,0,0.7,145,57,30
862,0,3,0,1.5,124,60,28
863,0,2,0,1.0,101,50,15
864,0,3,0,1.6,265,54,70
865,0,2,0,0.1,0,28,10
866,0,3,0,0.3,139,60,22
867,0,1,0,1.9,0,44,70
868,0,1,0,1.6,0,61,61
869,0,1,0,3.3,0,40,161
870,0,1,0,0.8,0,54,29
871,0,1,0,0.5,0,43,35
872,0,2,0,2.8,0,54,48
873,0,1,0,0.8,0,32,44
874,0,1,0,0.8,134,24,88
875,0,3,0,2.1,0,30,40
876,0,2,0,0.4,123,61,21
877,0,1,0,2.8,0,40,58
878,0,2,0,0.1,0,35,59
879,0,3,0,4.0,0,33,74
880,0,2,0,1.9,0,63,84
881,0,1,0,0.2,177,57,58
882,0,1,0,8.8,0,44,154
883,0,1,0,1.7,0,51,185
884,0,1,0,1.2,305,51,78
885,0,2,0,1.1,0,38,55
886,0,2,0,0.3,0,31,30
887,0,2,0,2.0,0,54,74
888,0,1,0,3.3,0,41,118
889,0,3,1,3.3,372,57,182
890,0,3,0,1.6,0,24,82
891,0,3,0,1.5,79,55,29
892,1,1,1,5.4,301,32,120
893,0,2,0,2.4,0,38,53
894,0,1,0,1.4,0,58,43
895,0,1,0,2.2,232,29,59
896,1,3,0,2.6,289,43,84
897,0,1,1,3.4,212,50,161
898,0,2,0,0.4,137,62,21
899,0,1,0,0.7,0,57,63
900,0,2,1,3.4,0,30,172
901,0,1,0,0.2,172,30,51
902,0,1,0,0.7,0,57,24
903,0,1,0,1.6,0,57,95
904,0,1,0,2.4,250,43,59
905,0,2,0,1.8,0,28,51
906,0,1,0,1.0,84,46,28
907,0,1,0,2.0,130,29,154
908,0,3,0,0.3,115,64,15
909,0,3,0,1.666666667,0,66,55
910,0,1,0,6.333333333,305,23,149
911,0,3,0,1.8,0,60,79
912,0,3,0,2.6,0,47,68
913,0,2,0,2.6,0,35,78
914,0,2,0,2.0,0,57,34
915,1,1,1,0.4,0,65,195
916,0,1,0,8.1,303,53,184
917,0,1,0,3.2,0,44,85
918,0,1,0,8.8,0,45,200
919,0,3,0,0.5,0,41,64
920,0,2,0,2.6,0,51,88
921,0,2,0,2.4,0,27,42
922,0,1,0,1.6,126,31,91
923,1,1,0,0.3,0,32,38
924,0,2,0,1.5,0,55,28
925,0,3,0,0.1,0,55,32
926,0,3,0,0.3,0,42,31
927,0,2,0,0.4,103,33,22
928,0,2,1,3.7,138,65,95
929,0,1,0,1.3,0,35,74
930,0,2,0,1.5,91,55,22
931,0,2,0,0.1,0,28,43
932,0,3,0,1.0,0,27,43
933,1,2,0,1.8,0,51,112
934,0,2,0,1.0,0,50,9
935,0,3,0,0.0,0,58,81
936,0,1,0,5.7,256,46,131
937,0,3,0,1.5,0,62,19
938,0,2,0,0.7,0,38,62
939,0,2,0,0.4,124,62,19
940,0,1,0,0.3,0,56,8
941,0,3,1,4.7,203,61,193
942,0,1,1,4.4,140,38,129
943,0,2,0,0.7,0,55,30
944,0,2,0,1.8,0,30,80
945,0,3,0,1.5,0,41,22
946,0,2,0,1.5,0,57,33
947,0,3,0,2.1,0,36,64
948,0,3,0,2.2,84,55,60
949,0,3,0,2.9,259,30,81
950,0,2,0,0.6,204,40,45
951,0,2,0,1.8,0,32,112
952,0,3,1,3.4,0,59,83
953,0,1,0,7.6,524,44,180
954,0,2,0,0.2,0,51,28
955,0,3,1,5.2,249,37,169
956,0,1,0,0.7,0,59,14
957,0,1,0,2.0,0,37,43
958,0,1,0,0.3,0,56,88
959,0,3,0,2.6,0,55,78
960,0,2,0,0.2,163,49,68
961,0,1,0,3.3,0,46,144
962,0,1,0,1.0,163,35,30
963,0,1,0,0.0,135,47,120
964,0,2,0,0.3,0,39,24
965,0,3,0,2.3,157,27,78
966,0,2,1,5.2,0,62,135
967,0,3,0,1.6,0,57,44
968,0,2,0,3.8,0,55,73
969,0,2,0,2.7,0,55,90
970,0,3,0,0.5,0,41,58
971,0,1,0,3.7,236,57,75
972,1,3,1,1.7,231,43,174
973,0,1,0,1.7,174,40,50
974,0,3,0,4.0,287,43,85
975,0,1,0,2.2,0,63,54
976,0,1,1,3.4,0,63,83
977,0,1,0,0.2,0,54,24
978,0,2,0,1.1,205,54,45
979,0,3,0,0.8,0,52,68
980,0,3,0,0.1,0,50,48
981,0,3,0,1.0,0,38,114
982,1,2,1,2.3,0,36,142
983,0,2,0,0.5,0,58,52
984,0,1,0,3.3,0,46,142
985,0,3,0,0.4,0,50,15
986,0,1,0,4.7,159,46,118
987,0,1,0,4.9,0,53,101
988,0,1,0,2.8,0,62,84
989,0,2,0,1.9,100,63,32
990,0,3,0,0.5,247,42,64
991,0,1,0,3.4,0,34,81
992,0,3,0,1.5,0,40,28
993,0,1,0,0.0,0,34,93
994,0,2,1,3.6,0,41,185
995,0,2,0,1.8,0,32,42
996,0,3,0,1.6,0,28,45
997,0,2,0,1.94,214,33,49
998,0,1,0,2.1,0,46,69
999,0,2,0,2.8,333,52,94
1000,0,2,0,1.5,0,60,18
1001,0,1,0,0.7,91,59,8
1002,0,1,0,2.1,108,57,55
1003,0,3,0,0.4,0,46,85
1004,0,1,0,0.0,229,25,62
1005,0,3,0,2.0,0,53,65
1006,0,1,0,0.0,0,38,138
1007,0,1,0,2.5,0,63,103
1008,0,3,1,3.5,357,44,99
1009,0,1,0,7.3,0,50,152
1010,0,3,0,0.9,140,28,25
1011,1,1,0,2.5,361,27,98
1012,0,2,0,0.7,166,52,39
1013,0,2,0,1.3,0,50,40
1014,0,1,0,2.1,169,39,58
1015,1,3,1,1.8,301,50,192
1016,0,2,0,0.8,0,60,62
1017,0,2,0,0.8,0,30,69
1018,0,3,0,1.3,170,31,40
1019,0,3,0,0.6,127,39,61
1020,0,2,0,0.3,157,29,30
1021,0,2,0,1.5,97,54,29
1022,0,2,0,1.0,0,35,41
1023,0,2,1,3.3,0,27,118
1024,0,1,0,7.0,366,45,109
1025,1,2,1,0.2,0,58,122
1026,0,1,0,1.5,169,62,50
1027,0,2,0,0.1,0,28,43
1028,0,1,0,4.6,0,32,108
1029,0,3,1,2.5,0,29,110
1030,0,3,0,1.4,0,41,20
1031,0,3,0,1.7,0,61,112
1032,0,2,0,0.1,136,56,25
1033,0,2,0,0.7,0,37,42
1034,0,1,0,0.3,0,60,29
1035,0,1,0,2.1,134,49,84
1036,0,3,0,2.6,0,43,81
1037,0,1,0,0.9,119,53,55
1038,0,2,0,2.4,0,35,40
1039,1,2,1,5.7,0,56,145
1040,0,3,1,1.1,0,41,175
1041,0,3,0,1.8,163,36,78
1042,0,1,0,1.5,0,56,51
1043,0,3,0,1.666666667,0,64,50
1044,0,1,0,0.4,0,51,21
1045,0,2,0,0.2,83,49,79
1046,0,3,0,4.0,0,43,84
1047,0,2,0,0.4,0,51,34
1048,0,2,0,1.6,0,55,73
1049,0,1,0,0.5,0,62,90
1050,0,3,0,0.2,0,35,23
1051,1,3,1,6.1,294,53,145
1052,0,1,0,0.2,141,33,54
1053,0,2,0,2.2,103,43,49
1054,0,2,0,2.8,0,58,51
1055,0,2,0,0.6,0,63,8
1056,0,1,0,1.0,0,31,62
1057,0,3,0,0.666666667,0,36,25
1058,0,3,0,1.75,0,30,63
1059,0,3,0,0.2,86,59,24
1060,0,2,0,0.1,0,28,11
1061,0,1,0,0.1,0,59,23
1062,0,3,0,1.4,0,47,33
1063,0,1,1,3.8,97,47,83
1064,0,1,0,1.4,131,56,39
1065,0,2,1,6.9,0,41,138
1066,0,1,0,2.5,0,25,113
1067,1,3,1,0.5,0,30,125
1068,0,1,0,1.7,0,50,195
1069,0,3,0,1.2,0,34,105
1070,0,1,1,3.5,0,44,75
1071,0,2,0,1.0,0,36,40
1072,0,3,0,0.5,137,39,61
1073,0,3,0,4.5,0,54,75
1074,0,1,0,0.0,0,33,122
1075,0,1,0,3.0,0,39,75
1076,0,3,0,0.2,0,41,59
1077,0,2,0,1.0,0,40,24
1078,0,3,1,3.3,329,29,175
1079,0,1,0,0.8,182,51,39
1080,0,1,0,6.8,0,54,145
1081,0,2,0,0.4,142,47,24
1082,0,2,0,0.1,0,53,20
1083,0,2,0,2.6,0,30,85
1084,0,3,0,2.6,0,28,65
1085,0,3,1,5.6,0,60,191
1086,0,1,0,0.0,0,51,11
1087,0,3,0,1.0,167,63,40
1088,0,2,0,0.7,196,38,54
1089,0,1,0,3.8,0,59,95
1090,0,2,0,1.0,0,53,94
1091,0,2,0,2.2,0,31,79
1092,0,3,0,0.3,0,41,48
1093,0,1,0,2.6,0,25,70
1094,0,2,0,0.1,111,27,40
1095,0,1,0,1.8,0,50,44
1096,0,3,0,1.4,137,50,43
1097,0,3,0,0.3,0,43,29
1098,0,1,1,1.3,184,50,188
1099,0,1,0,0.0,0,46,114
1100,0,2,0,0.7,0,30,52
1101,0,1,0,0.2,0,42,13
1102,0,3,0,0.5,0,42,95
1103,0,3,0,2.9,0,29,84
1104,0,1,0,1.8,0,38,49
1105,0,1,0,1.7,0,51,181
1106,1,2,1,0.3,229,35,182
1107,0,1,0,2.7,0,37,70
1108,0,1,0,1.1,185,47,79
1109,0,2,0,2.8,0,55,61
1110,0,1,0,2.1,0,65,121
1111,0,1,0,0.2,83,58,34
1112,0,1,0,1.0,442,54,183
1113,0,3,0,1.6,0,52,51
1114,0,3,0,0.3,0,28,70
1115,0,1,0,1.7,0,32,39
1116,0,2,0,2.0,0,51,84
1117,0,1,0,7.0,0,43,122
1118,0,1,0,1.7,132,42,145
1119,0,1,0,0.4,0,42,98
1120,0,3,0,1.0,233,41,79
1121,0,3,0,2.0,0,34,38
1122,0,2,0,0.7,196,30,49
1123,0,1,0,1.0,0,32,38
1124,0,3,0,2.6,0,46,91
1125,0,1,0,0.2,0,38,29
1126,0,1,0,6.5,0,37,172
1127,0,1,1,3.7,0,32,104
1128,0,1,0,2.5,0,35,58
1129,0,2,1,1.9,0,30,171
1130,1,1,1,3.3,0,30,73
1131,0,1,0,2.9,0,58,191
1132,0,3,0,4.5,0,57,90
1133,1,1,0,2.3,0,34,55
1134,0,2,0,2.0,0,31,28
1135,0,3,0,2.5,0,39,42
1136,0,2,0,0.1,91,57,9
1137,0,2,0,1.5,0,47,65
1138,1,3,1,4.5,0,51,134
1139,0,1,0,3.4,0,30,83
1140,0,2,0,1.0,0,55,38
1141,0,1,0,0.3,0,32,13
1142,0,3,1,2.9,0,32,143
1143,0,1,0,1.9,0,44,75
1144,0,3,1,3.2,0,33,120
1145,0,2,0,2.8,0,49,91
1146,0,3,0,1.5,0,32,99
1147,0,1,0,0.1,78,31,71
1148,0,2,0,0.8,0,37,111
1149,0,1,0,5.2,0,41,108
1150,0,1,0,7.4,0,56,158
1151,0,1,0,2.666666667,0,55,81
1152,1,3,0,0.1,0,49,12
1153,0,1,0,0.4,0,63,21
1154,0,1,0,0.9,215,55,55
1155,0,3,0,1.8,0,59,42
1156,0,1,0,0.4,0,41,81
1157,0,1,0,0.2,87,49,13
1158,0,1,0,0.6,157,48,132
1159,0,3,0,1.0,0,41,99
1160,0,1,0,0.2,0,50,23
1161,0,2,0,2.0,0,28,40
1162,0,1,1,1.4,0,36,181
1163,0,1,0,2.2,394,38,112
1164,0,1,0,7.8,227,34,138
1165,1,2,1,3.8,327,41,94
1166,0,1,0,1.7,0,43,113
1167,0,2,1,5.0,0,30,112
1168,0,1,0,3.0,475,37,190
1169,0,3,0,1.1,0,62,38
1170,0,3,0,1.4,158,40,32
1171,0,2,0,0.6,0,35,104
1172,0,2,0,1.9,0,64,43
1173,0,2,0,1.7,0,49,45
1174,0,2,0,1.94,0,24,35
1175,0,2,0,1.2,0,36,42
1176,0,2,0,0.8,0,29,58
1177,0,1,1,3.4,0,29,103
1178,1,2,1,3.3,149,28,71
1179,0,2,0,0.4,98,33,14
1180,0,3,0,1.2,0,36,98
1181,0,2,0,0.1,0,42,90
1182,0,1,0,0.2,0,25,65
1183,0,1,0,0.4,0,28,19
1184,0,2,0,1.7,0,50,35
1185,0,1,0,1.3,0,34,71
1186,0,1,0,0.5,0,43,31
1187,0,2,0,1.2,0,62,43
1188,0,2,0,1.5,87,61,24
1189,0,3,0,0.4,0,45,58
1190,0,1,0,0.4,0,42,115
1191,0,1,0,8.0,152,39,168
1192,0,1,0,1.5,0,29,128
1193,0,1,0,7.0,0,45,138
1194,0,2,0,1.7,0,58,81
1195,0,3,0,1.3,0,29,41
1196,0,2,1,2.9,0,32,123
1197,0,1,0,2.7,94,37,71
1198,0,3,0,0.4,0,48,8
1199,0,1,0,0.7,101,40,42
1200,0,1,0,2.5,184,29,62
1201,0,1,0,1.0,91,36,22
1202,0,2,0,1.0,0,35,38
1203,0,2,0,0.4,0,35,24
1204,0,1,0,2.4,0,62,50
1205,0,2,1,1.3,197,26,190
1206,0,1,0,3.1,0,32,94
1207,0,3,1,5.1,0,63,165
1208,0,2,0,1.2,0,38,43
1209,0,2,0,1.6,0,50,48
1210,0,2,0,2.7,228,46,52
1211,0,1,0,4.9,0,50,84
1212,0,1,0,0.9,0,61,131
1213,0,1,0,0.2,0,34,44
1214,0,1,0,0.2,87,27,78
1215,0,2,0,0.4,0,61,15
1216,0,3,0,1.9,144,45,38
1217,0,3,0,1.3,0,50,84
1218,0,1,0,0.3,0,44,122
1219,0,1,0,2.8,0,62,98
1220,0,2,0,2.666666667,0,45,80
1221,0,1,0,8.0,0,41,165
1222,0,1,0,3.3,0,30,121
1223,0,2,0,0.4,94,61,20
1224,0,1,0,0.2,91,45,11
1225,0,3,0,1.8,0,59,45
1226,0,2,1,2.8,0,30,118
1227,0,1,0,0.3,109,60,14
1228,0,2,0,0.2,0,39,30
1229,0,1,0,0.2,98,56,45
1230,0,1,0,2.666666667,0,56,80
1231,0,2,0,0.3,0,27,25
1232,1,1,0,2.5,0,66,144
1233,0,3,0,0.2,297,43,84
1234,0,1,0,0.4,0,53,22
1235,0,1,0,1.5,0,44,33
1236,0,3,0,2.6,0,54,60
1237,0,2,0,2.2,116,31,81
1238,1,3,1,6.8,0,38,169
1239,0,3,0,1.6,0,28,63
1240,0,3,0,0.7,109,51,12
1241,0,1,0,0.8,101,52,15
1242,1,3,0,0.5,0,64,39
1243,0,2,0,2.0,0,29,44
1244,0,1,0,4.0,0,34,110
1245,0,2,1,6.3,99,33,130
1246,0,3,0,1.4,128,46,41
1247,0,3,0,1.4,241,48,59
1248,0,1,0,0.8,0,52,39
1249,0,2,0,0.0,0,44,35
1250,0,2,0,2.6,0,51,80
1251,0,2,0,2.666666667,0,47,81
1252,0,3,0,0.8,0,39,31
1253,0,3,0,1.9,0,42,93
1254,0,1,0,1.5,204,57,45
1255,0,3,0,0.6,0,36,40
1256,0,3,0,1.6,185,27,80
1257,0,3,0,0.4,0,31,20
1258,0,3,0,0.5,0,63,41
1259,0,1,0,0.3,104,34,31
1260,0,2,0,0.2,0,52,35
1261,0,3,0,1.4,137,57,40
1262,0,3,0,1.8,0,63,84
1263,0,3,0,1.6,0,26,53
1264,0,3,0,4.0,0,35,85
1265,0,1,0,3.9,0,58,138
1266,0,3,0,1.75,108,32,71
1267,0,3,0,0.8,0,64,113
1268,0,2,0,1.0,0,50,23
1269,0,1,0,2.3,0,34,62
1270,0,3,0,0.2,100,36,14
1271,0,3,0,2.2,0,43,60
1272,0,1,0,0.8,236,28,94
1273,0,2,0,1.8,0,64,83
1274,1,3,1,6.3,437,60,130
1275,0,1,0,1.7,0,62,61
1276,0,1,0,3.1,178,27,92
1277,0,3,0,0.8,117,42,20
1278,0,1,0,8.8,428,45,194
1279,0,1,0,2.5,0,36,74
1280,0,3,0,0.4,145,48,84
1281,0,2,0,1.8,333,65,98
1282,0,1,0,2.333333333,0,39,52
1283,0,2,0,1.3,236,51,55
1284,0,1,0,3.4,117,30,64
1285,0,1,0,2.5,162,65,128
1286,0,2,1,1.7,0,38,113
1287,0,2,0,1.1,0,29,50
1288,0,2,0,2.2,0,42,54
1289,0,1,0,0.9,366,63,129
1290,0,1,0,0.4,0,46,82
1291,0,2,0,1.7,0,62,100
1292,0,1,0,2.2,0,58,44
1293,1,2,1,0.5,234,56,164
1294,0,1,0,3.7,121,56,81
1295,0,1,0,0.1,257,34,71
1296,0,3,0,0.5,90,42,28
1297,0,1,0,1.5,219,30,80
1298,0,2,0,1.9,0,61,90
1299,0,2,0,3.6,0,38,74
1300,0,3,0,0.7,0,50,14
1301,0,2,0,0.5,103,61,23
1302,0,1,0,1.7,337,41,153
1303,0,3,0,0.9,0,42,38
1304,0,2,0,2.0,382,29,112
1305,0,1,0,8.1,397,51,145
1306,0,2,0,0.3,88,32,28
1307,0,3,0,1.1,0,34,31
1308,0,1,0,6.333333333,0,26,195
1309,0,3,0,2.0,0,54,50
1310,0,3,0,2.0,0,38,71
1311,0,3,0,0.3,0,62,21
1312,0,3,0,0.8,125,37,35
1313,0,1,0,2.4,0,46,42
1314,0,3,0,3.6,141,52,78
1315,0,2,0,2.2,0,32,73
1316,0,3,0,1.0,181,49,53
1317,0,3,0,1.6,123,28,51
1318,0,3,0,2.3,0,55,40
1319,0,1,0,1.0,0,52,178
1320,0,1,0,0.3,0,32,35
1321,0,2,1,0.0,0,31,192
1322,0,1,0,5.4,0,27,123
1323,1,2,0,1.666666667,0,32,48
1324,0,2,0,0.6,0,52,45
1325,0,1,0,0.2,0,52,15
1326,0,1,0,0.3,120,50,79
1327,0,2,0,2.0,0,32,63
1328,0,3,0,0.2,0,61,30
1329,0,1,1,6.9,380,60,145
1330,0,2,0,1.0,0,28,32
1331,0,1,0,0.1,224,34,64
1332,0,1,0,0.1,0,31,84
1333,0,2,0,0.4,0,31,21
1334,0,2,0,1.7,0,62,99
1335,0,1,0,1.3,0,47,35
1336,0,1,0,1.7,0,50,180
1337,0,1,0,1.333333333,0,36,42
1338,0,2,1,2.1,0,26,179
1339,0,3,0,0.1,0,51,42
1340,0,2,1,9.0,297,52,180
1341,0,1,0,3.4,0,35,82
1342,0,1,0,0.7,149,42,55
1343,0,1,0,2.2,0,36,79
1344,0,3,0,0.6,215,41,48
1345,0,1,0,2.7,0,49,93
1346,0,3,0,0.2,0,57,23
1347,0,1,0,2.333333333,200,44,50
1348,0,1,0,2.0,0,60,85
1349,0,2,0,1.5,97,38,35
1350,0,2,1,6.0,0,26,171
1351,0,2,0,1.5,0,29,29
1352,0,3,0,1.8,0,59,84
1353,0,2,0,0.5,0,51,20
1354,0,3,0,0.4,0,50,14
1355,0,1,0,8.6,357,35,179
1356,0,1,0,0.8,158,61,48
1357,0,1,0,2.8,0,42,74
1358,0,1,0,1.4,0,55,53
1359,0,2,0,2.8,0,50,83
1360,0,1,0,2.1,433,64,171
1361,0,1,0,4.9,0,54,85
1362,0,2,0,0.9,0,50,38
1363,0,1,0,1.6,157,31,85
1364,0,1,0,0.1,0,32,79
1365,0,1,0,0.4,0,44,69
1366,0,3,0,0.9,0,60,43
1367,0,1,0,0.3,101,60,33
1368,0,3,0,0.1,149,62,42
1369,0,3,0,1.9,122,46,40
1370,0,3,0,1.8,0,57,43
1371,0,3,0,0.5,117,30,20
1372,0,1,0,2.5,222,58,65
1373,0,1,1,3.4,483,39,139
1374,0,3,1,0.3,0,60,135
1375,0,3,0,1.6,0,59,84
1376,0,3,1,2.9,0,50,179
1377,0,2,0,1.3,86,63,45
1378,0,1,0,2.5,0,27,109
1379,0,3,0,0.1,0,54,34
1380,0,1,0,1.3,0,62,162
1381,0,1,0,1.4,0,60,105
1382,0,2,0,0.2,0,38,22
1383,0,1,0,1.8,178,34,82
1384,0,2,0,1.7,230,65,105
1385,0,3,0,1.8,0,55,62
1386,0,1,0,2.0,83,57,82
1387,0,1,0,0.0,0,27,72
1388,0,1,0,1.7,0,35,38
1389,0,1,0,1.0,0,52,25
1390,0,3,0,0.75,0,45,20
1391,0,2,0,1.94,0,29,80
1392,0,1,0,1.1,0,44,84
1393,0,1,0,1.0,0,47,33
1394,0,3,0,0.9,0,62,55
1395,0,2,0,0.7,0,52,33
1396,0,3,1,1.94,305,47,190
1397,0,3,0,0.3,158,42,43
1398,0,3,0,0.1,0,65,45
1399,0,1,0,3.5,0,42,141
1400,0,1,0,2.4,0,40,69
1401,0,2,0,0.1,0,32,78
1402,0,3,0,3.7,0,40,84
1403,0,2,1,5.2,0,55,172
1404,0,1,0,0.2,154,32,51
1405,0,3,0,1.4,0,58,75
1406,1,2,1,3.1,0,46,183
1407,0,3,0,0.4,0,53,20
1408,0,3,1,3.9,294,63,101
1409,0,3,1,5.9,0,40,129
1410,0,1,0,3.2,0,41,63
1411,0,1,0,2.1,0,60,44
1412,1,3,1,5.4,176,65,184
1413,0,1,0,2.0,127,59,100
1414,0,1,0,0.4,0,48,12
1415,0,3,0,2.3,128,59,68
1416,0,1,0,1.0,212,33,48
1417,0,1,0,0.4,0,40,82
1418,0,1,0,2.5,0,42,52
1419,1,2,1,4.6,0,65,154
1420,0,1,0,1.5,0,30,39
1421,1,1,0,0.3,0,30,40
1422,0,3,0,1.9,164,42,54
1423,1,2,0,1.0,103,32,32
1424,0,3,0,2.3,0,55,64
1425,0,1,0,1.3,287,29,92
1426,0,3,0,2.5,94,64,40
1427,0,3,0,0.5,0,37,60
1428,0,1,0,1.3,119,31,85
1429,0,1,0,0.4,90,25,21
1430,0,3,0,0.6,171,31,35
1431,0,1,0,0.1,0,32,52
1432,0,1,0,7.4,0,58,128
1433,0,1,0,6.333333333,0,26,195
1434,0,2,0,1.5,117,51,68
1435,0,1,0,1.1,0,65,55
1436,0,1,0,0.2,0,43,55
1437,0,1,0,0.4,0,46,80
1438,0,1,0,0.8,146,28,123
1439,0,2,0,1.9,106,63,90
1440,0,3,0,1.4,0,59,61
1441,0,2,0,2.5,0,42,41
1442,0,3,0,1.6,0,58,43
1443,0,1,0,0.1,162,39,71
1444,0,1,0,1.0,0,36,25
1445,1,2,1,3.0,0,60,154
1446,0,1,0,2.4,0,47,141
1447,0,3,0,1.94,110,29,22
1448,0,1,0,6.8,0,52,145
1449,0,3,0,0.5,0,41,49
1450,0,1,0,2.0,0,63,109
1451,0,1,0,0.5,0,59,80
1452,0,2,0,1.4,201,44,82
1453,0,1,0,2.5,0,54,52
1454,0,1,0,2.5,0,29,85
1455,0,1,0,1.0,0,51,148
1456,0,1,0,2.1,0,63,160
1457,0,1,0,1.7,0,36,39
1458,0,3,0,1.94,0,42,25
1459,0,3,0,1.4,0,51,33
1460,0,2,0,2.5,0,47,38
1461,0,3,0,0.2,0,40,85
1462,0,1,0,0.2,0,54,48
1463,0,3,0,0.6,77,47,15
1464,0,1,0,0.0,174,35,94
1465,0,1,0,0.6,0,28,120
1466,0,3,0,0.7,159,45,60
1467,0,1,0,4.333333333,277,33,145
1468,0,3,0,0.7,0,62,29
1469,0,2,0,2.666666667,0,45,78
1470,0,2,0,1.2,0,59,59
1471,0,3,0,4.5,0,58,80
1472,0,1,0,1.0,0,52,180
1473,0,2,0,0.1,83,34,8
1474,0,3,0,1.5,0,65,23
1475,0,3,0,3.8,0,48,79
1476,0,3,0,3.8,268,44,78
1477,0,2,0,0.0,0,61,64
1478,0,3,0,0.2,0,40,64
1479,0,1,1,3.8,237,65,160
1480,0,3,0,1.0,102,28,43
1481,0,3,0,1.1,0,67,32
1482,0,1,0,0.0,76,35,179
1483,0,1,0,0.1,0,60,8
1484,0,1,0,1.6,0,58,63
1485,0,3,0,2.3,0,55,40
1486,0,2,0,2.2,155,34,99
1487,0,2,1,4.5,0,35,141
1488,0,1,0,1.5,0,28,159
1489,0,1,0,0.3,174,38,39
1490,0,2,0,1.7,0,62,99
1491,0,2,0,1.94,0,30,18
1492,0,1,0,0.3,0,38,38
1493,0,1,0,0.0,0,33,133
1494,0,1,0,2.8,0,58,84
1495,0,2,0,0.0,0,59,60
1496,0,3,1,5.4,147,52,178
1497,0,3,0,0.5,0,36,18
1498,0,3,0,0.8,0,45,73
1499,0,1,0,7.3,0,49,125
1500,1,2,1,4.3,0,52,91
1501,0,1,0,1.1,0,54,74
1502,0,2,0,0.3,0,30,35
1503,0,1,0,2.0,0,65,113
1504,0,2,0,2.2,0,34,52
1505,0,2,1,4.4,0,30,191
1506,0,3,0,0.3,93,51,18
1507,0,1,0,0.0,0,52,25
1508,0,3,0,1.9,0,43,50
1509,0,3,0,0.7,0,35,75
1510,0,3,0,4.5,0,56,92
1511,0,2,0,2.0,0,57,33
1512,0,3,0,2.2,0,58,65
1513,0,1,0,1.7,0,53,44
1514,0,1,0,1.4,354,45,183
1515,0,1,0,1.4,0,44,175
